96.23|[784, 32, 16, 10]|[sigmoid, tanh]|adam|0.001|0|0.0|[[1.9324385833740234, 1.23615298807621, 0.8291960537433625, 0.6459461358189583, 0.5317691373825073, 0.465695318877697, 0.403960430175066, 0.3894783039391041, 0.3527249066531658], [0.32941454634070394, 0.31954381108283997, 0.2923931922018528, 0.29873663395643235, 0.2812910994887352, 0.2483480904251337, 0.2793219649791718, 0.2756366715580225, 0.24591034777462484], [0.23543512828648092, 0.229967982172966, 0.2425693080574274, 0.21932100262492896, 0.21911374762654304, 0.24047873981297016, 0.20833331793546678, 0.21017564311623574, 0.186957423761487], [0.1935573259741068, 0.18496546939015387, 0.20162167467176914, 0.18667501263320446, 0.18827435970306397, 0.18048478838056325, 0.18407979384064674, 0.18044185653328895, 0.1755152777954936], [0.15614054746925832, 0.1626023320481181, 0.16079046130180358, 0.16974827252328395, 0.1722717754729092, 0.16952363781630994, 0.15055190794169904, 0.16264673616737127, 0.160036318898201], [0.14256292164325715, 0.14551204925403, 0.1504076363146305, 0.1550358217768371, 0.1362816866673529, 0.14875254765152932, 0.14079506566748023, 0.15149604979902506, 0.15035877872258424], [0.13570627070963381, 0.12798405885696412, 0.12924872372299434, 0.13581417879089713, 0.14196387836709617, 0.1300339587405324, 0.15433599339798093, 0.1332310205511749, 0.14240952474065124], [0.12500227373093367, 0.1426972939632833, 0.11789939023554324, 0.1151000738888979, 0.12665979819372297, 0.12456064324826002, 0.12975419830530882, 0.12609259109012783, 0.1254173631966114], [0.11655898125842214, 0.1191588290501386, 0.11198046697303653, 0.12115737102925778, 0.11904972077347338, 0.11416550213471055, 0.1350072400458157, 0.11687025903724134, 0.12949246130883693], [0.10233374070376158, 0.11270001892000436, 0.11046793635934592, 0.11762409513816237, 0.1084756145440042, 0.11659694366157054, 0.11434598591178656, 0.11260282833129168, 0.11931011762470006], [0.1010285503603518, 0.10197201088070869, 0.12221303474158049, 0.11377397889271379, 0.10353700238279999, 0.10577579798176885, 0.11657276110723615, 0.10403142790310085, 0.11233478500507772], [0.09394419442862273, 0.10006966685876251, 0.11268244326114654, 0.10059592099860311, 0.10559722710400819, 0.10770937979221344, 0.10697981369215995, 0.09955989498645067, 0.11010114088654518], [0.10312000930309295, 0.098427810408175, 0.09733828727155924, 0.08822480447590351, 0.09280902043916285, 0.10201517245732247, 0.1012710510008037, 0.09974853264167904, 0.09677517590112984], [0.09708966445177794, 0.08630460806190968, 0.08967104203999042, 0.08647932454943658, 0.09358696056529879, 0.10154933266341687, 0.10563338384963572, 0.09557062165811658, 0.0865793074760586]]
95.33|[784, 32, 16, 10]|[sigmoid, tanh]|adam|0.002|0|0.0|[[1.6483939051628114, 0.8032054913043976, 0.5579193612933159, 0.4402095404267311, 0.35499414429068565, 0.34550026699900627, 0.33684344485402107, 0.29475937694311144, 0.30204871013760565], [0.2717082675546408, 0.2513768004626036, 0.2493722252547741, 0.2463609966635704, 0.23496446147561073, 0.23452212497591973, 0.2358416386693716, 0.2245528731495142, 0.22840791530907154], [0.1843535576760769, 0.19820103511214257, 0.19646283574402332, 0.18917559891939162, 0.2017077048867941, 0.20903991024941207, 0.2041790921613574, 0.18410475365817547, 0.19662638556212186], [0.1585231737419963, 0.15812606528401374, 0.17688292279839515, 0.17159401454031467, 0.17706882737576962, 0.18266142703592778, 0.18371201667934656, 0.16265309719368815, 0.16474385790526866], [0.17559423055499793, 0.1696647859364748, 0.15254698313772677, 0.15827251594513655, 0.16333743028342723, 0.14264763036742806, 0.15951434990391136, 0.163069351837039, 0.16688162066042422], [0.16115055702626704, 0.1383240851946175, 0.1318159645423293, 0.14595291711390018, 0.15681063981726764, 0.13547331541776658, 0.15917414862662554, 0.14893398767337204, 0.1469223544560373], [0.134714986551553, 0.1322924237512052, 0.14059994649142027, 0.13956220988184215, 0.14924891922622918, 0.1375398320145905, 0.14939474869519473, 0.15147458396852018, 0.15136836223304273], [0.12778909038752317, 0.13665748588740825, 0.12823287693783642, 0.14235720559954643, 0.13212596748024225, 0.12551465236581863, 0.1365821714140475, 0.13603385666385293, 0.13452608305960895], [0.12550555804744362, 0.11456011425703765, 0.13039503395557403, 0.10914334177970886, 0.13300332406535745, 0.143045189473778, 0.1424636088311672, 0.12557989941909908, 0.13156751297414304], [0.11839946635067462, 0.11593796929344535, 0.1271755550801754, 0.11581149820238351, 0.11838118867017329, 0.11355553081259132, 0.1262385226227343, 0.12830034587532282, 0.13521276159211992], [0.09979934275150298, 0.10268300732132048, 0.10730442522093654, 0.10892528098076582, 0.11947614030912518, 0.12474925202317536, 0.12819122198969127, 0.12556371989659965, 0.11565531194210052], [0.10175014866515994, 0.11061586634255946, 0.10247331753373146, 0.11141792901791632, 0.12921027405187488, 0.11718329314142466, 0.12330977220088243, 0.11751809310168028, 0.11645160581916571], [0.10006043246015907, 0.09533488668501378, 0.11830550309270621, 0.1063649077527225, 0.11742581075057387, 0.12498983098194003, 0.126515454351902, 0.11244214072823525, 0.10422891529276967], [0.1051874834112823, 0.10514068470336496, 0.10873239260166884, 0.12382736442610622, 0.11737929005175829, 0.1027373049966991, 0.10075758950784802, 0.1182867119088769, 0.10434294986538589]]
94.58|[784, 32, 16, 10]|[sigmoid, tanh]|adam|0.004|0|0.0|[[1.5156438148021698, 0.5844108551740647, 0.41699600517749785, 0.3860336726903915, 0.37771746844053267, 0.3196164633333683, 0.30684233099222186, 0.30393687188625335, 0.29138583585619926], [0.2914071311801672, 0.2651197476685047, 0.2776366166770458, 0.2630798175930977, 0.26747862450778487, 0.27183356158435346, 0.2569495925307274, 0.25439687483012674, 0.2275871365517378], [0.2324545856937766, 0.2489084718376398, 0.2496668142825365, 0.21336585842072964, 0.2277913687005639, 0.22859572380781173, 0.24505548883229494, 0.24869485557079316, 0.22924368418753147], [0.22297567889094352, 0.22213232684880496, 0.22386387355625628, 0.19196073116734624, 0.24050307527184486, 0.1908968333899975, 0.20162559166550637, 0.20438916806131602, 0.21276897199451925], [0.19522960862144828, 0.20154386699199678, 0.18508866313844918, 0.21334790602326392, 0.20043587598949672, 0.22715328719466923, 0.1952024655044079, 0.20276186157017947, 0.17901829842478037], [0.18602680705487729, 0.1917160003259778, 0.1966670221462846, 0.19199215061962605, 0.19990853507071735, 0.17821265067905187, 0.19653790939599275, 0.187047034278512, 0.19291374698281288], [0.17793304344639183, 0.1868193569034338, 0.1740143503807485, 0.1966846405901015, 0.20341976180672647, 0.21148652020841838, 0.17329746551811695, 0.17452690862119197, 0.1794740647636354], [0.18497145667672157, 0.17888694789260626, 0.1800545885041356, 0.1826525180786848, 0.1725103154592216, 0.16427576791495085, 0.17150092436932027, 0.17371580887585877, 0.1744032804109156], [0.17409373201429845, 0.16080958541482687, 0.16950490355491638, 0.1651478385180235, 0.18172337975353003, 0.18831898245960474, 0.18675016213208437, 0.18861560855060816, 0.1877552206814289], [0.16862006349489092, 0.1871686241030693, 0.16477434439584612, 0.17053407912142574, 0.17122434824705124, 0.17121943924576044, 0.16049511309713124, 0.17918931029736995, 0.1888485434651375], [0.1735885221324861, 0.17077663227915763, 0.16419905552640557, 0.16934367846697568, 0.17499650418758392, 0.17574329003691674, 0.17054181015118958, 0.1882273067906499, 0.17273021487519144], [0.15742434827610852, 0.16689809508621692, 0.15294713009148836, 0.17849056579172612, 0.17393297970294952, 0.15921038407832383, 0.1611035864893347, 0.17958927754312753, 0.14867785405367612], [0.16953100353479386, 0.15301786022260785, 0.15903368833474815, 0.155029520355165, 0.17660383436828853, 0.18918811716139317, 0.1480605328269303, 0.15954105434939264, 0.151007408387959], [0.14686543874442579, 0.14464783266186715, 0.18009544901549815, 0.14944718442857266, 0.15536856446415187, 0.18597617097198962, 0.1538432447053492, 0.16732523484155537, 0.15726567137986422]]
92.52|[784, 32, 16, 10]|[sigmoid, tanh]|adam|0.008|0|0.0|[[1.3441667899489402, 0.6527478709816933, 0.5433112519979477, 0.533059251755476, 0.43380215659737587, 0.4633042252063751, 0.43785537213087083, 0.403093658387661, 0.39100569635629656], [0.38161767676472663, 0.4045497936755419, 0.37790348544716834, 0.3694174612313509, 0.35008185982704165, 0.38760178998112677, 0.3726446156948805, 0.36866064816713334, 0.3752120703458786], [0.33856059819459916, 0.33537543021142485, 0.340022579729557, 0.3224836282432079, 0.34399810291826727, 0.3460806067287922, 0.3545583587139845, 0.3493184308707714, 0.3413971646875143], [0.32630096152424815, 0.3411006484925747, 0.3305054724961519, 0.3289751732349396, 0.3318623898923397, 0.3220839940756559, 0.31969984732568263, 0.3499623174220324, 0.32615726456046107], [0.31903045140206815, 0.3332065388560295, 0.33519886434078217, 0.3179273725301027, 0.3345474763214588, 0.32409733906388283, 0.3293451152741909, 0.3221162473410368, 0.27477879241108893], [0.3097790675982833, 0.31529247514903547, 0.31546409890055654, 0.286968931555748, 0.3065565437823534, 0.31445237271487714, 0.3395283292233944, 0.3183122211694717, 0.2911896778643131], [0.2839251398295164, 0.3172753816843033, 0.3227907391637564, 0.31026428505778314, 0.31795412704348563, 0.3370769763737917, 0.2897014164179563, 0.29104787692427636, 0.3092586175352335], [0.28511073999106884, 0.28841266978532076, 0.2877408883348107, 0.29474267415702343, 0.30063402503728864, 0.30363242492079734, 0.29129519179463387, 0.28564801305532456, 0.28693805538117884], [0.31052545476704835, 0.32095977157354355, 0.29771306961774824, 0.27848502911627293, 0.2884295238554478, 0.3069284232705832, 0.3022398325800896, 0.30146777085959914, 0.2908227173984051], [0.2695857211202383, 0.25576974455267193, 0.31387005098164084, 0.31448133699595926, 0.2686433424428105, 0.28685216516256334, 0.30649004951119424, 0.3101652435958385, 0.29911418072879314], [0.2940186976641417, 0.2922436172142625, 0.3211457335203886, 0.2890203622728586, 0.29538441501557827, 0.31451158344745633, 0.27906118355691434, 0.26444859750568867, 0.2751591233164072], [0.24752041809260844, 0.29350497350096705, 0.293664183691144, 0.29194235876202584, 0.301291428655386, 0.30987772919237616, 0.2963099030405283, 0.29126089952886103, 0.27381103683263064], [0.27338515043258665, 0.29197620950639247, 0.29486270796507597, 0.28980626046657565, 0.28650434985756873, 0.27486204147338866, 0.2863899636268616, 0.27985048085451125, 0.27242253489792345], [0.2981979427486658, 0.27849823102355004, 0.28505977891385553, 0.29602817378938195, 0.2792175315320492, 0.2915738262981176, 0.28653997272253035, 0.29804774224758146, 0.2720796476304531]]
90.81|[784, 32, 16, 10]|[sigmoid, tanh]|adam|0.01|0|0.0|[[1.3092742031812667, 0.6735091614723205, 0.5489252403378486, 0.5495117315649987, 0.464115195274353, 0.47568309649825097, 0.46328582376241684, 0.48835825905203817, 0.45186363235116006], [0.43820783726871015, 0.4550235764682293, 0.4337854351103306, 0.4339290517568588, 0.406574050784111, 0.43331383526325223, 0.45175330638885497, 0.3817107094824314, 0.4192909961938858], [0.39136699482798576, 0.3898438327014446, 0.399676661491394, 0.39626533158123495, 0.39785722181200983, 0.40941509649157526, 0.409494901150465, 0.40952733397483826, 0.3865841807425022], [0.40179248467087747, 0.3996162405610085, 0.38871073752641677, 0.38446519896388054, 0.3802515434473753, 0.39511413261294365, 0.39277149476110934, 0.3922991995513439, 0.36201755300164223], [0.3725317715853453, 0.37345848336815834, 0.36862828642129897, 0.3565805107355118, 0.4086737635731697, 0.3935452003777027, 0.39386799454689025, 0.3944059871137142, 0.3819762176275253], [0.37057921901345253, 0.3669270937144756, 0.36651391729712485, 0.3916458347439766, 0.36059519976377485, 0.37820315882563593, 0.3653704446554184, 0.3484289478510618, 0.3804184402525425], [0.3805177806317806, 0.3586989338696003, 0.3905661617219448, 0.35896814733743665, 0.37319970428943633, 0.3742388889193535, 0.3583281049132347, 0.3393047095835209, 0.3884166392683983], [0.3525678811222315, 0.34629034854471685, 0.39220108062028886, 0.3935119803249836, 0.3705026705563068, 0.3555793036520481, 0.37229650110006335, 0.36074315041303634, 0.3758518423885107], [0.3467254354059696, 0.40778375044465065, 0.3285410678386688, 0.35849482893943785, 0.3529345285892487, 0.38958411633968354, 0.36702787823975086, 0.3496288450062275, 0.3578607213497162], [0.3536178256571293, 0.351550360545516, 0.35105878315865996, 0.37562663227319715, 0.35820578806102277, 0.3402223689854145, 0.34726546496152877, 0.3385972787439823, 0.3635715247690678], [0.33523060992360115, 0.33586479365825656, 0.375297948718071, 0.3540972436219454, 0.3619430673122406, 0.33736886002123356, 0.4072181029617786, 0.36005339547991755, 0.3672464292496443], [0.3529631435126066, 0.3539401273429394, 0.3377509735524654, 0.35053239315748214, 0.32989405252039433, 0.34336653247475624, 0.33890946373343467, 0.35551131434738636, 0.329925949126482], [0.36030090764164924, 0.33214873492717745, 0.3329331047832966, 0.347973300665617, 0.33730490066111085, 0.34921874821186066, 0.370975983813405, 0.3796272237598896, 0.3392356419563293], [0.34678037010133267, 0.36333015814423564, 0.36021556973457336, 0.35706653296947477, 0.341887087225914, 0.36468227818608284, 0.3350292752683163, 0.3371579497307539, 0.35045461542904377]]
19.25|[784, 32, 16, 10]|[sigmoid, tanh]|adam|0.02|0|0.0|[[2.0758941769599915, 1.9610972809791565, 1.9446387469768525, 1.9554214453697205, 1.9276346147060395, 1.928868794441223, 1.8848694396018981, 1.9189670085906982, 1.9078669846057892], [1.9265958380699157, 1.8961597847938538, 1.9080902683734893, 1.9050656354427338, 1.9226961052417755, 1.9108234143257141, 1.9081499242782594, 1.9151299512386322, 1.9185275661945342], [1.8977495872974395, 1.9314499533176421, 1.9317511010169983, 1.9098466670513152, 1.8911669802665712, 1.9156161844730377, 1.9040236389636993, 1.893296972513199, 1.9189322662353516], [1.9108150613307953, 1.916328887939453, 1.9318770790100097, 1.903825979232788, 1.919339301586151, 1.9321095061302185, 1.9204357492923736, 1.9020180189609528, 1.9173974108695984], [1.9091560781002044, 1.8949942326545715, 1.8968232190608978, 1.9070699846744537, 1.940832451581955, 1.924492928981781, 1.948367246389389, 1.9054084193706513, 1.9022176265716553], [1.905690279006958, 1.9057447183132172, 1.8870800960063934, 1.8931820273399353, 1.921487694978714, 1.9309540951251984, 1.9150875437259673, 1.8939371478557587, 1.8965163815021515], [1.9140898740291596, 1.9166794085502625, 1.9078736352920531, 1.929075073003769, 1.9399757945537568, 1.9246825063228608, 1.918510080575943, 1.9219372987747192, 1.8937996542453766], [1.919983901977539, 1.921515815258026, 1.9089232504367828, 1.9075143349170685, 1.9130378150939942, 1.8927649831771851, 1.898062161207199, 1.9026285195350647, 1.9126462531089783], [1.9256500816345214, 1.88565420627594, 1.896720552444458, 1.9003921556472778, 1.8927530503273011, 1.915365241765976, 1.8883798480033875, 1.9259943556785584, 1.916193823814392], [1.8996866321563721, 1.9324027395248413, 1.900697156190872, 1.8794426071643828, 1.8962006151676178, 1.9058931529521943, 1.9096675205230713, 1.9057322919368744, 1.904860143661499], [1.9159368968009949, 1.908014657497406, 1.8964698791503907, 1.9042371225357055, 1.9093403708934784, 1.9180059909820557, 1.9065740013122559, 1.8987304735183717, 1.9048352873325347], [1.8897101128101348, 1.9012559485435485, 1.8998780751228332, 1.9083199560642243, 1.9005352807044984, 1.920854343175888, 1.9003468704223634, 1.9036719954013825, 1.9062638974189758], [1.9108223772048951, 1.8870661914348603, 1.9319643652439118, 1.8832523798942566, 1.913018878698349, 1.9147174203395843, 1.9060488104820252, 1.9032689809799195, 1.8923747289180755], [1.9148392510414123, 1.9246649992465974, 1.8948375380039215, 1.9137399768829346, 1.9159075224399567, 1.9094367659091949, 1.9085537588596344, 1.8976793813705444, 1.9153250288963317]]
95.78|[784, 32, 16, 10]|[sigmoid, tanh]|adam|0.001|0|0.0|[[1.9095555770397186, 1.2261571246385574, 0.9017925137281417, 0.6874215105175971, 0.5903906869888306, 0.5066318896412849, 0.45625200867652893, 0.4211377081274986, 0.3988859809935093], [0.34373901203274726, 0.3389657292515039, 0.30158268705010416, 0.28510440677404403, 0.3024847463518381, 0.28419916808605195, 0.26474004462361334, 0.26199367418885233, 0.2599643164128065], [0.24074093595147134, 0.22008864693343638, 0.2287721411883831, 0.2257216278463602, 0.23547242753207684, 0.2239803794026375, 0.21650097250938416, 0.2110244195908308, 0.20188415940850973], [0.19440504290163518, 0.19206897519528865, 0.18948506370186805, 0.19272756677120925, 0.18832474250346423, 0.18778527475893497, 0.17933124348521232, 0.19932782765477897, 0.1795677738264203], [0.16970206370577215, 0.15619783475995064, 0.16108225747942925, 0.18843219321221114, 0.1724331776984036, 0.16314624276012182, 0.16659550979733467, 0.1607899834960699, 0.1692710672132671], [0.1475005232915282, 0.16131160773336886, 0.1628066034987569, 0.14714059153571724, 0.1453039536997676, 0.15737836211919784, 0.15438749328255652, 0.15261665727943183, 0.14725800149142743], [0.12201906375586986, 0.14885205321013928, 0.1451921425946057, 0.13933476699516179, 0.14636443277820946, 0.13880569234490395, 0.14450869859196247, 0.14873855236917735, 0.135009564999491], [0.12923057947307826, 0.1288773675635457, 0.11766505338251591, 0.11561880202963948, 0.14481271412223579, 0.12474945646710695, 0.13362404206767678, 0.14493781089782715, 0.125735598616302], [0.13326156606897713, 0.1123903245665133, 0.12450998190790415, 0.12384010465815663, 0.12067796843126416, 0.12299557436257601, 0.12457792503759264, 0.12653607522137464, 0.11475858895108104], [0.11506786573678256, 0.12205481311306357, 0.11511614596471191, 0.12111353674903512, 0.1316362097673118, 0.10745102379471064, 0.11130863906815648, 0.1055681936442852, 0.12333728738129139], [0.11500785300508141, 0.09683226137422025, 0.11256147892214358, 0.1026893300563097, 0.11398632848635316, 0.1323356739990413, 0.11537795335054397, 0.10662821628153324, 0.11031833433546126], [0.09065488180611282, 0.10482779700309038, 0.11259476730599999, 0.09855837728828191, 0.10620995476841927, 0.09801291105337441, 0.10364651875570416, 0.11400018667802214, 0.1227368688210845], [0.08951913523487746, 0.0995887908153236, 0.09980978797189892, 0.10008677816018462, 0.10340564101003111, 0.11643404092639685, 0.10420688919723034, 0.10006896773353219, 0.10538988780230284], [0.10673491633497179, 0.09724070599302649, 0.10043562576174736, 0.08971235312521458, 0.0957101462315768, 0.10178168702870607, 0.09217433784157038, 0.09928714314475656, 0.08965793861076236]]
95.85|[784, 32, 16, 10]|[sigmoid, tanh]|adam|0.002|0|0.0|[[1.6545824015140533, 0.8326123142242432, 0.5806542199850082, 0.44216052055358884, 0.3957412400841713, 0.3526583112776279, 0.32559660106897353, 0.31080411814153197, 0.2866026830673218], [0.25207048080861566, 0.2503763580322266, 0.24207102060317992, 0.24403772838413715, 0.23238580413162707, 0.23302504055202009, 0.22323533065617085, 0.22515195406973362, 0.230803642347455], [0.1838191009312868, 0.1913602638244629, 0.19137028682976961, 0.186146005615592, 0.18562717735767365, 0.19026821855455636, 0.19609263306483626, 0.19568462185561658, 0.1906280079483986], [0.16879194788634777, 0.17590891435742378, 0.17495947390794753, 0.1644693690724671, 0.15306348720565438, 0.1591873048990965, 0.17058954160660506, 0.1610378249362111, 0.1696981354802847], [0.17753551091998815, 0.1569893136061728, 0.16911270491778851, 0.15589048575609923, 0.14743594301864504, 0.15465377379208803, 0.16096411768347024, 0.14776164591312407, 0.14194645252078772], [0.14452384799718856, 0.12765218490734698, 0.16383846221491694, 0.1358956492319703, 0.14605115581303835, 0.13552992383018136, 0.1519479437917471, 0.15044478183612228, 0.16029670912772417], [0.13461373826488854, 0.12493063906207681, 0.13878313049674035, 0.13280063243582846, 0.13770200315862893, 0.13828903485089541, 0.14579804753884673, 0.1387856478244066, 0.14217440580949187], [0.13164826534688473, 0.12190787848550827, 0.11585969096980989, 0.12423010176047683, 0.12872106807306408, 0.1485067842155695, 0.13169881501235067, 0.15007928958162664, 0.1362658639997244], [0.1157962909154594, 0.1283470101468265, 0.11728776382282376, 0.12312650566920638, 0.12979031778872013, 0.13785582311451436, 0.12946318140253424, 0.1318970776349306, 0.11732075380161405], [0.11009322870522738, 0.1055228085257113, 0.12393870241940022, 0.11937540248036385, 0.12699248949065806, 0.12498331964947283, 0.14310613684356213, 0.1263701768964529, 0.1302774641662836], [0.11484153691679239, 0.11520067067816854, 0.11685233680531383, 0.11599610246252269, 0.11594027462415397, 0.1144716015085578, 0.10231041525490582, 0.11472094180062413, 0.1250469362922013], [0.1034768328256905, 0.10366483294405043, 0.11693840167485177, 0.11268641237402335, 0.11840611407533289, 0.1027095050457865, 0.12355036797001957, 0.11731085079722106, 0.12314709805883467], [0.11278845577500761, 0.11697299859486521, 0.09688127709552646, 0.1102923862170428, 0.10383642291650176, 0.11508864029310643, 0.1322481437586248, 0.10717742187902331, 0.11245284276083112], [0.10085866234265267, 0.09756587385199963, 0.0982670319546014, 0.09840339014306665, 0.12313967306166887, 0.1286243988573551, 0.1117681476008147, 0.10939886217936873, 0.09669624533504248]]
93.8|[784, 32, 16, 10]|[sigmoid, tanh]|adam|0.004|0|0.0|[[1.4239299005270005, 0.5905266371369362, 0.41536817044019697, 0.3992785274982452, 0.3793708869814873, 0.34971587926149367, 0.3177080294489861, 0.3040552462637425, 0.3044113923609257], [0.2745489123463631, 0.2795973204821348, 0.2697172629088163, 0.25365665085613726, 0.2618644463270903, 0.2538524305075407, 0.24680556036531925, 0.27062074821442367, 0.2573382295668125], [0.23575173366814853, 0.24010415092110635, 0.23516134928911925, 0.22820015646517278, 0.2221217530220747, 0.2162929453700781, 0.23254928525537252, 0.22308341212570668, 0.22901143290102483], [0.21677260395139455, 0.21584847502410412, 0.22072098948061467, 0.20599434953182935, 0.2195766505599022, 0.20560326758772135, 0.2133975288271904, 0.21641017660498618, 0.20897064097225665], [0.17692253697663546, 0.19929372612386942, 0.20918237302452325, 0.20431003049016, 0.21406111765652894, 0.19826876763254403, 0.1973228034004569, 0.2154794189706445, 0.19701676435768603], [0.1955010386556387, 0.17978334531188012, 0.2099966799840331, 0.19519662227481605, 0.2032911232486367, 0.20166444428265096, 0.20427144672721625, 0.20564658157527446, 0.18040973410010339], [0.16713364817202092, 0.1678850232437253, 0.18444738291203977, 0.19588377326726913, 0.1832499334588647, 0.18664337147027255, 0.21184952214360236, 0.1825581810809672, 0.2075912882387638], [0.17880842501297592, 0.17807907395064831, 0.19574923794716598, 0.17140340588986874, 0.1919190477952361, 0.17781216338276862, 0.1861050982773304, 0.17402994733303787, 0.18310781750828029], [0.18589383594691752, 0.17325195290148257, 0.17120812498033047, 0.1815969268605113, 0.16869643287733196, 0.17483354913070798, 0.1926912922039628, 0.17065358377993106, 0.18972422741353512], [0.18739848505705595, 0.16166781302541494, 0.16537440568208694, 0.18112991826608776, 0.1876875377446413, 0.17434646289795638, 0.16873917873948813, 0.16930956680327655, 0.16929827470332384], [0.16878624074161053, 0.15444628812372685, 0.19938854383304716, 0.16971288539469243, 0.19270345486700535, 0.17416020721197129, 0.15919403845444322, 0.16385574759915472, 0.17199442986398936], [0.16173014413565398, 0.16097387773916125, 0.1586612533777952, 0.17585199400782586, 0.18999373249709606, 0.1713036698102951, 0.15824007146060468, 0.17293689701706172, 0.16430213063955307], [0.14964990383014082, 0.14453027036041022, 0.15362959284335376, 0.16309770671650767, 0.13668456926941872, 0.18135970246046781, 0.17503986621275544, 0.15813221929594876, 0.1645497576892376], [0.16402398807927965, 0.17248796643689274, 0.18463726714253426, 0.18247079327702523, 0.17134453926235438, 0.15964500041678548, 0.16417138647288085, 0.15445763435214757, 0.16023655526340008]]
92.42|[784, 32, 16, 10]|[sigmoid, tanh]|adam|0.008|0|0.0|[[1.2776506644487382, 0.6648265904188156, 0.5185295322537422, 0.47719625636935237, 0.4277649886906147, 0.4672654069960117, 0.45013063922524454, 0.42600863076746465, 0.4737631829082966], [0.39503594622015953, 0.3829727969318628, 0.3848631425946951, 0.38840902261435983, 0.37442096054553986, 0.3870058678090572, 0.34683632537722586, 0.3723826003074646, 0.35866360463202], [0.3356236036121845, 0.3304579944908619, 0.3485365214198828, 0.35613314047455785, 0.34446677602827547, 0.35654354222118856, 0.36074834533035754, 0.382326996922493, 0.35139748819172384], [0.3152609256654978, 0.3355698148161173, 0.34892691887915134, 0.3415674303472042, 0.3241022152453661, 0.3153627697378397, 0.3230772491544485, 0.3215788033604622, 0.30947113439440727], [0.29999673932790755, 0.30213252261281015, 0.3037121121585369, 0.29606184996664525, 0.31295643508434295, 0.30148141480982305, 0.3158846867084503, 0.3233337347954512, 0.31899270199239255], [0.2929720938950777, 0.31300022020936014, 0.3509482694417238, 0.276962328851223, 0.29851988270878793, 0.31663253881037234, 0.318295069783926, 0.30720547363162043, 0.29310031421482563], [0.2900851253420115, 0.2965555379912257, 0.29300489235669375, 0.2945411689579487, 0.27957582645118234, 0.2990221373736858, 0.2905954972654581, 0.29807015538215637, 0.26407628644257786], [0.29565152861177924, 0.30948754012584684, 0.31091060426086187, 0.31384139999747274, 0.31664081759750845, 0.31096755735576154, 0.29047034405171873, 0.31874298498034476, 0.30107876617461443], [0.30710666500031947, 0.3300524286925793, 0.25430299900472164, 0.2891200507432222, 0.2955258970707655, 0.3040053914487362, 0.29671025030314924, 0.31524350613355634, 0.29077308110892774], [0.2838365513831377, 0.29733058959245684, 0.2919046653807163, 0.27657294809818267, 0.2792765253782272, 0.30347869515419007, 0.2940234236419201, 0.2892955297231674, 0.2730758847668767], [0.28599050592631103, 0.2743553655594587, 0.26264433600008485, 0.2989469274133444, 0.2782306176051497, 0.27326688807457683, 0.285733812302351, 0.27418408505618574, 0.27589637726545335], [0.2737066547572613, 0.271553328409791, 0.2671366444975138, 0.2998706503212452, 0.25727071665227413, 0.2790309438109398, 0.2978410468250513, 0.299752080142498, 0.2496598906815052], [0.27156912826001645, 0.2525217866152525, 0.2524302005767822, 0.30178090658038853, 0.28123345926404, 0.2529440811276436, 0.2700254698842764, 0.2944805862754583, 0.2617678812891245], [0.24995121136307716, 0.2866297202557325, 0.2775194345414638, 0.24544629774987697, 0.2836835511028767, 0.28446294024586677, 0.2802729921042919, 0.2574704278632998, 0.2654630827903748]]
